location,sowing_month,soil_type,nitrogen,phosphorus,potassium,ph,rainfall,humidity,crop_suitability
Karur,Aug,Sandy Loam,105,57,109,7.6,1164,83,No
Dindigul,Jun,Loamy,106,75,77,8.1,673,46,No
Namakkal,Jul,Clay,48,77,50,5.0,918,79,No
Krishnagiri,Jan,Clay,52,78,38,5.6,619,65,No
Erode,Feb,Clay,86,64,90,8.3,688,62,No
Thoothukudi,Nov,Sandy Loam,51,73,39,5.7,810,89,No
Villupuram,Jan,Clay,49,54,108,7.8,1021,41,No
Trichy,Aug,Black Soil,37,68,73,5.6,474,72,No
Erode,Mar,Sandy Loam,49,56,78,6.1,426,56,No
Coimbatore,May,Red Soil,60,56,72,4.7,984,56,No
Thanjavur,Apr,Clay,58,75,43,6.4,1197,65,No
Villupuram,Sep,Sandy Loam,68,31,53,5.3,814,68,No
Coimbatore,Feb,Sandy Loam,115,36,55,5.7,1023,75,No
Villupuram,Aug,Red Soil,48,74,31,8.0,1158,41,No
Madurai,Jun,Loamy,55,34,51,6.7,590,59,No
Trichy,Sep,Sandy Loam,125,25,109,6.9,659,58,No
Madurai,Mar,Clay,42,69,85,6.3,1289,85,No
Namakkal,Dec,Black Soil,54,38,31,5.6,796,59,No
Salem,Dec,Loamy,55,37,105,6.1,739,59,No
Villupuram,Feb,Loamy,49,75,96,5.7,740,68,No
Salem,Jan,Clay,125,73,34,5.7,1076,40,No
Dindigul,Apr,Sandy Loam,36,68,76,6.7,1279,86,No
Madurai,Dec,Clay,45,27,124,8.4,736,53,No
Madurai,Mar,Red Soil,73,18,70,7.0,437,40,No
Trichy,May,Red Soil,52,67,37,5.2,1297,78,No
Villupuram,Dec,Red Soil,42,72,111,5.6,648,48,No
Cuddalore,Jan,Sandy Loam,42,43,111,6.7,942,40,No
Trichy,Jun,Sandy Loam,119,46,47,8.4,510,63,No
Coimbatore,Jan,Red Soil,99,53,64,5.4,583,50,No
Dindigul,Oct,Sandy Loam,126,25,51,6.7,883,69,No
Namakkal,Mar,Black Soil,48,33,34,8.0,910,53,No
Cuddalore,Mar,Clay,32,21,70,8.1,1009,72,No
Tirunelveli,Dec,Sandy Loam,55,56,76,4.7,453,65,No
Krishnagiri,Jun,Sandy Loam,91,51,93,7.1,559,76,No
Namakkal,Sep,Clay,64,67,91,7.7,511,55,No
Salem,Mar,Sandy Loam,54,45,30,5.7,478,67,No
Salem,May,Red Soil,115,76,94,4.8,1100,66,No
Cuddalore,Jul,Black Soil,69,27,108,7.3,986,77,No
Namakkal,Apr,Clay,31,55,100,7.4,1214,63,No
Villupuram,Aug,Loamy,34,40,68,7.5,971,49,No
Tirunelveli,Jan,Red Soil,68,54,92,5.9,887,70,No
Trichy,Nov,Loamy,51,43,69,8.1,1198,51,No
Thoothukudi,Mar,Loamy,101,54,55,6.7,1148,75,No
Trichy,Apr,Loamy,68,36,91,6.0,606,83,No
Karur,Sep,Loamy,119,33,100,7.0,574,50,No
Karur,Feb,Clay,48,17,65,6.0,928,58,No
Dindigul,May,Black Soil,89,70,39,5.2,1213,43,No
Villupuram,Aug,Sandy Loam,81,19,128,4.6,620,40,No
Villupuram,Mar,Clay,111,75,85,5.8,1102,86,No
Krishnagiri,Aug,Black Soil,43,36,80,4.7,590,51,No
Tirunelveli,Sep,Clay,118,60,61,8.2,408,72,No
Madurai,Feb,Black Soil,74,56,72,6.7,1026,43,No
Salem,Oct,Loamy,47,72,89,5.1,1127,52,No
Trichy,Oct,Red Soil,52,23,70,6.2,760,45,No
Thoothukudi,Apr,Loamy,56,29,105,5.7,404,49,No
Villupuram,Apr,Black Soil,122,23,57,8.1,998,51,No
Krishnagiri,Jan,Sandy Loam,91,27,127,4.8,1267,73,No
Karur,Jan,Red Soil,95,36,91,8.3,1248,60,No
Krishnagiri,May,Black Soil,74,40,86,5.5,900,57,No
Erode,Mar,Loamy,82,27,45,7.2,538,84,No
Tirunelveli,Sep,Red Soil,80,28,101,6.5,988,51,No
Dindigul,Jan,Red Soil,106,72,50,7.9,1247,56,No
Thoothukudi,Jan,Black Soil,100,72,52,5.1,1054,89,No
Karur,Jan,Loamy,54,15,74,7.7,1027,49,No
Cuddalore,Sep,Loamy,68,57,119,7.3,715,80,No
Thanjavur,Oct,Red Soil,106,78,92,5.7,1275,57,No
Dharmapuri,Apr,Clay,44,16,104,5.8,599,83,No
Villupuram,Jul,Sandy Loam,65,39,129,6.7,889,72,No
Trichy,Feb,Red Soil,112,19,67,5.4,1013,55,No
Madurai,May,Loamy,43,24,105,4.9,744,55,No
Namakkal,Nov,Red Soil,109,30,104,6.0,1116,48,No
Villupuram,Sep,Clay,47,19,73,6.1,962,44,No
Tirunelveli,Apr,Sandy Loam,93,43,93,7.5,1103,68,No
Thoothukudi,Apr,Black Soil,64,51,66,6.8,1009,82,No
Trichy,Jul,Loamy,106,69,87,5.2,903,57,No
Villupuram,Aug,Red Soil,59,65,45,4.7,777,80,No
Dharmapuri,Jul,Loamy,88,56,95,4.7,718,78,No
Thoothukudi,Dec,Red Soil,69,52,111,6.0,542,84,No
Karur,Jan,Red Soil,73,62,79,7.8,866,71,No
Madurai,Jan,Sandy Loam,46,50,106,5.3,749,77,No
Madurai,Sep,Clay,43,72,116,5.7,1151,80,No
Trichy,Feb,Sandy Loam,52,39,53,7.0,415,76,No
Coimbatore,May,Red Soil,120,26,102,8.1,1232,84,No
Erode,May,Black Soil,108,57,34,5.6,1294,73,No
Krishnagiri,Nov,Sandy Loam,38,45,79,5.2,1208,83,No
Coimbatore,Nov,Black Soil,35,69,44,5.5,1019,46,No
Tirunelveli,Aug,Sandy Loam,74,41,97,8.3,610,40,No
Coimbatore,Oct,Loamy,32,58,76,4.9,468,84,No
Salem,Jul,Loamy,115,32,68,5.3,1236,89,No
Dharmapuri,Jun,Sandy Loam,30,74,81,5.2,599,54,No
Namakkal,Apr,Loamy,61,32,42,5.2,1227,64,No
Coimbatore,May,Clay,64,39,89,5.8,919,44,No
Dindigul,Dec,Loamy,85,50,103,7.1,505,46,No
Salem,Nov,Sandy Loam,63,16,34,7.4,426,44,No
Erode,Apr,Red Soil,112,75,110,7.4,1006,71,No
Dharmapuri,Nov,Black Soil,31,71,30,6.3,689,45,No
Salem,Jul,Black Soil,114,19,46,6.7,685,86,No
Coimbatore,Jun,Clay,36,65,116,6.3,541,81,No
Dharmapuri,Jan,Clay,43,17,46,7.2,451,59,No
Thoothukudi,Dec,Sandy Loam,74,22,59,5.5,1288,70,No
Cuddalore,Oct,Sandy Loam,38,29,100,8.0,1020,75,No
Coimbatore,Aug,Loamy,85,32,74,6.4,1240,84,No
Cuddalore,Mar,Sandy Loam,108,25,42,7.4,851,44,No
Tirunelveli,Jul,Red Soil,128,18,41,4.7,752,64,No
Salem,Nov,Red Soil,111,30,62,8.4,728,71,No
Thanjavur,May,Black Soil,119,27,112,4.6,441,52,No
Cuddalore,Jul,Red Soil,34,43,80,4.6,504,82,No
Thoothukudi,Aug,Black Soil,64,24,51,5.6,656,53,No
Namakkal,Jun,Loamy,102,57,107,8.0,865,50,No
Trichy,Mar,Black Soil,31,68,82,5.0,1271,82,No
Tirunelveli,Aug,Sandy Loam,119,37,60,8.0,936,85,No
Thanjavur,Sep,Red Soil,96,18,71,6.3,653,74,No
Dindigul,Sep,Loamy,81,49,71,5.0,771,86,No
Cuddalore,May,Loamy,101,45,46,7.1,796,68,No
Karur,Mar,Black Soil,112,74,92,6.0,621,56,No
Madurai,Oct,Black Soil,96,58,69,5.1,531,61,No
Madurai,Nov,Black Soil,112,68,51,6.0,797,45,No
Thoothukudi,Nov,Loamy,68,33,102,8.3,814,80,No
Salem,Oct,Red Soil,42,61,119,5.0,1057,70,No
Karur,Oct,Clay,57,60,113,8.4,1144,44,No
Karur,Dec,Red Soil,76,28,108,6.7,886,41,No
Dindigul,Dec,Clay,105,35,43,6.2,1113,62,No
Tirunelveli,Nov,Black Soil,81,44,65,5.4,1257,81,No
Krishnagiri,Jan,Red Soil,88,75,42,6.5,1156,88,No
Cuddalore,Nov,Red Soil,97,75,105,6.5,948,43,No
Coimbatore,Feb,Black Soil,88,67,84,5.4,674,50,No
Thanjavur,Dec,Clay,70,20,54,4.5,692,73,No
Krishnagiri,Jan,Sandy Loam,100,20,42,7.5,598,56,No
Dharmapuri,Nov,Black Soil,37,19,53,7.4,1159,42,No
Trichy,Dec,Red Soil,63,29,77,6.0,992,63,No
Thoothukudi,May,Sandy Loam,75,16,111,4.8,1278,88,No
Karur,Mar,Clay,123,77,116,7.5,899,64,No
Tirunelveli,Nov,Red Soil,125,17,63,8.3,699,67,No
Trichy,Jan,Red Soil,71,16,123,7.1,1217,46,No
Trichy,Jan,Sandy Loam,49,46,91,7.1,574,47,No
Dindigul,Nov,Sandy Loam,30,35,46,7.4,647,44,No
Salem,Dec,Black Soil,102,53,54,7.8,1045,52,No
Tirunelveli,Feb,Red Soil,51,35,64,5.1,471,59,No
Thoothukudi,Jul,Clay,44,36,105,5.2,1025,51,No
Villupuram,Aug,Loamy,71,46,37,7.7,1264,59,No
Dindigul,Aug,Black Soil,112,58,67,7.9,717,60,No
Salem,Sep,Clay,50,27,72,5.5,440,43,No
Namakkal,Aug,Red Soil,108,48,99,7.0,658,77,No
Dindigul,May,Sandy Loam,59,55,77,6.9,1138,74,No
Coimbatore,Dec,Loamy,46,73,99,8.0,1297,75,No
Karur,Oct,Red Soil,63,49,107,7.9,846,47,No
Madurai,Nov,Loamy,45,18,71,7.9,1167,42,No
Trichy,Dec,Red Soil,117,44,55,6.6,1140,84,No
Villupuram,May,Red Soil,122,57,109,4.9,779,45,No
Villupuram,Jul,Loamy,103,43,62,8.0,1022,75,No
Coimbatore,Aug,Sandy Loam,78,61,89,6.7,578,47,No
Dindigul,Feb,Loamy,118,54,61,7.3,539,65,No
Tirunelveli,Sep,Clay,112,45,108,8.4,1190,88,No
Villupuram,Jan,Clay,64,51,55,5.3,1044,40,No
Tirunelveli,Aug,Clay,103,19,65,6.8,885,44,No
Salem,Jul,Loamy,52,78,76,5.1,582,85,No
Karur,Jun,Red Soil,55,73,95,7.7,1063,66,No
Cuddalore,Jan,Red Soil,80,17,82,6.2,499,80,No
Villupuram,Dec,Clay,99,42,89,5.2,574,70,No
Krishnagiri,Dec,Red Soil,87,43,103,7.2,1218,86,No
Madurai,Mar,Sandy Loam,92,23,105,4.9,540,51,No
Trichy,Apr,Loamy,88,77,54,5.8,1205,64,No
Madurai,Sep,Black Soil,36,76,116,5.5,1040,85,No
Trichy,Oct,Red Soil,98,36,115,5.4,1131,42,No
Salem,Sep,Sandy Loam,126,36,81,5.1,1199,50,No
Krishnagiri,Jun,Black Soil,125,52,92,6.6,762,55,No
Thoothukudi,Nov,Black Soil,49,71,64,6.8,802,86,No
Dindigul,Feb,Sandy Loam,79,38,73,6.9,947,85,No
Thanjavur,Jan,Sandy Loam,82,71,71,7.6,598,51,No
Salem,May,Red Soil,108,76,112,8.0,1269,76,No
Karur,Aug,Sandy Loam,120,43,97,7.6,455,65,No
Thanjavur,Feb,Clay,72,56,38,6.8,1077,42,No
Coimbatore,Feb,Black Soil,43,36,48,5.0,1064,64,No
Salem,Mar,Black Soil,43,58,91,6.7,1037,64,No
Karur,Nov,Black Soil,104,78,117,6.3,1002,48,No
Krishnagiri,Feb,Loamy,96,39,111,7.1,740,85,No
Villupuram,Aug,Red Soil,94,55,102,5.1,1039,86,No
Krishnagiri,Nov,Red Soil,76,46,57,6.2,683,49,No
Dindigul,Aug,Red Soil,80,58,122,5.7,475,72,No
Dindigul,Nov,Loamy,72,42,72,7.5,702,40,No
Salem,Jun,Black Soil,107,46,90,6.9,831,59,No
Krishnagiri,Apr,Red Soil,101,42,98,6.5,527,68,No
Coimbatore,Aug,Black Soil,101,71,43,6.0,434,84,No
Krishnagiri,Dec,Black Soil,61,58,40,6.9,475,67,No
Salem,Apr,Red Soil,106,18,33,4.9,764,63,No
Thoothukudi,Aug,Clay,71,49,58,4.9,893,40,No
Cuddalore,Jun,Loamy,55,68,45,5.6,1016,85,No
Erode,Feb,Black Soil,45,77,66,6.4,1269,75,No
Cuddalore,Sep,Red Soil,55,17,60,4.5,1153,56,No
Namakkal,Feb,Clay,100,48,54,4.8,1216,65,No
Thoothukudi,Apr,Black Soil,84,68,32,5.6,512,86,No
Madurai,Dec,Black Soil,96,17,43,6.8,1174,43,No
Madurai,Oct,Clay,104,71,101,8.4,875,86,No
Villupuram,Aug,Red Soil,65,79,100,7.9,539,78,No
Cuddalore,Jun,Red Soil,42,21,86,8.0,482,49,No
Dharmapuri,Jul,Red Soil,109,32,65,5.7,616,76,No
Tirunelveli,Aug,Loamy,123,32,109,7.5,893,85,No
Coimbatore,Mar,Loamy,72,65,85,8.0,752,61,No
Erode,Feb,Clay,31,44,92,5.9,1050,65,No
Villupuram,Jan,Clay,108,52,36,7.0,1090,72,No
Salem,Mar,Sandy Loam,64,17,117,6.6,692,46,No
Erode,Oct,Red Soil,96,62,32,4.7,1055,55,No
Krishnagiri,Jan,Sandy Loam,121,28,120,7.3,642,82,No
Coimbatore,Nov,Red Soil,105,57,93,6.4,1183,83,No
Karur,Dec,Loamy,108,63,39,7.0,906,49,No
Cuddalore,Dec,Loamy,79,77,57,6.1,454,58,No
Thoothukudi,Apr,Red Soil,84,20,99,4.9,846,65,No
Salem,Feb,Loamy,118,31,85,5.1,1058,68,No
Coimbatore,Nov,Black Soil,69,78,118,6.4,408,83,No
Thoothukudi,Jun,Black Soil,72,30,101,7.8,830,80,No
Dharmapuri,Oct,Black Soil,95,45,55,5.0,543,50,No
Cuddalore,Jun,Sandy Loam,65,38,94,4.9,976,48,No
Dharmapuri,Mar,Sandy Loam,57,75,95,5.5,587,72,No
Namakkal,Jan,Sandy Loam,45,52,34,5.6,1163,48,No
Coimbatore,Sep,Sandy Loam,54,40,72,5.6,490,74,No
Coimbatore,Aug,Clay,123,53,33,6.1,1085,83,No
Thanjavur,Feb,Sandy Loam,128,78,66,7.7,1058,46,No
Thoothukudi,Oct,Loamy,34,72,126,5.3,1212,51,No
Karur,Feb,Sandy Loam,103,73,124,6.1,802,86,No
Dindigul,Jul,Sandy Loam,40,72,98,7.9,1086,58,No
Thoothukudi,Jul,Black Soil,71,59,33,5.1,821,66,No
Thanjavur,Jul,Clay,71,32,90,6.3,578,88,No
Trichy,May,Red Soil,96,26,39,6.5,448,67,No
Krishnagiri,Jun,Clay,51,70,85,6.8,1279,86,No
Trichy,Nov,Sandy Loam,92,33,46,4.5,1140,40,No
Thoothukudi,Feb,Clay,34,71,79,5.8,878,69,No
Cuddalore,Jul,Red Soil,80,50,33,6.5,1039,59,No
Thanjavur,Dec,Loamy,104,56,92,7.7,1052,50,No
Villupuram,Apr,Loamy,65,37,82,7.8,698,51,No
Trichy,Jun,Black Soil,71,70,69,8.0,1209,75,No
Coimbatore,Jan,Sandy Loam,123,20,32,8.1,1010,63,No
Madurai,May,Loamy,30,19,70,5.3,1140,43,No
Coimbatore,Feb,Sandy Loam,44,40,86,6.3,589,53,No
Tirunelveli,Nov,Black Soil,71,77,36,4.7,1246,63,No
Thoothukudi,Aug,Sandy Loam,123,41,119,7.4,664,77,No
Coimbatore,Apr,Sandy Loam,118,61,56,4.9,1134,84,No
Krishnagiri,Oct,Loamy,79,73,108,8.2,651,48,No
Dindigul,Feb,Red Soil,90,74,41,4.8,894,42,No
Karur,Oct,Loamy,94,54,108,5.4,1018,70,No
Karur,Nov,Black Soil,117,74,66,8.5,1029,63,No
Thanjavur,Sep,Black Soil,35,20,103,5.3,870,41,No
Erode,Aug,Sandy Loam,104,67,78,5.6,534,41,No
Dindigul,Jan,Black Soil,107,18,30,7.9,451,62,No
Namakkal,Dec,Sandy Loam,124,57,75,7.3,1129,89,No
Namakkal,Dec,Clay,91,24,85,7.8,1202,57,No
Dharmapuri,Mar,Sandy Loam,99,25,84,6.4,1040,71,Yes
Salem,May,Black Soil,70,19,85,8.5,1266,78,No
Trichy,Feb,Loamy,41,42,115,8.3,858,86,No
Thanjavur,Oct,Red Soil,91,50,75,4.6,412,41,No
Thoothukudi,Jul,Black Soil,98,36,41,4.9,547,83,No
Dindigul,Jun,Red Soil,109,46,90,6.3,1298,46,No
Karur,May,Black Soil,65,30,79,6.7,564,48,No
Villupuram,Nov,Sandy Loam,46,31,35,7.7,779,59,No
Cuddalore,Jun,Black Soil,100,50,120,7.3,880,72,No
Cuddalore,Mar,Clay,39,58,123,7.4,1297,78,No
Salem,Nov,Sandy Loam,67,60,54,6.3,812,79,Yes
Krishnagiri,May,Red Soil,115,69,59,6.9,1169,51,No
Namakkal,Feb,Sandy Loam,98,16,32,7.0,1244,88,No
Thoothukudi,Nov,Red Soil,84,60,69,6.5,988,88,No
Cuddalore,Jan,Black Soil,56,57,71,5.8,964,71,No
Namakkal,Sep,Black Soil,109,21,64,8.3,853,80,No
Salem,Sep,Black Soil,83,72,125,6.8,665,68,No
Karur,Jul,Clay,59,64,59,6.4,894,73,No
Madurai,Mar,Loamy,97,28,76,6.4,799,56,Yes
Villupuram,Apr,Clay,124,78,40,5.9,1041,81,No
Tirunelveli,Jul,Red Soil,41,45,84,5.7,820,59,No
Dindigul,Oct,Red Soil,118,63,64,5.1,949,55,No
Thoothukudi,Jul,Loamy,57,21,61,8.5,942,47,No
Namakkal,May,Black Soil,68,51,70,8.0,765,75,No
Salem,Mar,Black Soil,123,33,95,6.0,1002,57,No
Krishnagiri,Dec,Sandy Loam,105,28,55,4.5,491,47,No
Salem,Jan,Sandy Loam,87,75,123,5.5,1167,51,No
Salem,May,Clay,30,64,65,5.1,693,61,No
Cuddalore,Jul,Clay,67,64,53,5.9,596,80,No
Villupuram,Jul,Clay,60,59,98,6.5,1242,58,No
Madurai,May,Clay,66,15,96,7.2,671,58,No
Dindigul,Oct,Black Soil,65,46,62,4.8,541,54,No
Dindigul,Dec,Loamy,30,20,74,8.5,1028,42,No
Tirunelveli,Nov,Black Soil,88,51,35,5.5,1067,73,No
Salem,Dec,Black Soil,82,44,106,5.5,703,71,No
Karur,Aug,Loamy,76,34,105,6.7,482,71,No
Namakkal,Nov,Clay,74,25,37,7.7,954,63,No
Erode,May,Sandy Loam,77,68,71,4.8,679,60,No
Madurai,Sep,Loamy,115,18,110,7.7,1019,76,No
Krishnagiri,Dec,Red Soil,54,50,120,8.2,1006,54,No
Coimbatore,Sep,Loamy,116,61,52,6.9,912,51,No
Madurai,Aug,Red Soil,68,41,79,6.0,700,81,No
Cuddalore,Apr,Sandy Loam,52,26,104,8.0,1231,52,No
Thoothukudi,Jan,Black Soil,54,39,46,5.1,1283,72,No
Trichy,Jul,Clay,65,42,68,6.6,1103,65,No
Salem,Feb,Sandy Loam,90,50,80,4.8,1299,53,No
Madurai,Nov,Red Soil,119,65,127,4.6,1291,61,No
Erode,Mar,Red Soil,30,19,36,8.2,651,75,No
Dindigul,Oct,Clay,33,22,79,4.6,545,60,No
Madurai,Aug,Black Soil,97,17,60,6.2,1158,88,No
Cuddalore,Feb,Loamy,80,54,79,8.3,1234,41,No
Trichy,Sep,Black Soil,42,51,32,6.9,1015,73,No
Dindigul,May,Loamy,83,17,79,6.2,859,64,No
Cuddalore,Feb,Loamy,69,61,103,7.9,729,76,No
Madurai,Jun,Sandy Loam,122,56,49,7.0,476,79,No
Salem,Jul,Red Soil,100,64,127,5.8,700,75,No
Dharmapuri,Jul,Sandy Loam,77,25,111,7.5,1191,45,No
Salem,Feb,Sandy Loam,73,75,39,5.9,897,46,No
Coimbatore,May,Sandy Loam,109,79,90,4.7,479,41,No
Salem,Jun,Clay,119,18,92,5.9,915,71,No
Krishnagiri,Oct,Loamy,52,74,44,8.2,1197,41,No
Coimbatore,Feb,Loamy,66,49,112,6.6,461,84,No
Trichy,Jun,Sandy Loam,37,37,50,7.9,558,60,No
Salem,Feb,Black Soil,68,29,88,5.2,1230,65,No
Coimbatore,Mar,Clay,30,16,57,4.9,1097,84,No
Erode,Sep,Loamy,115,40,110,6.6,1121,49,No
Tirunelveli,Sep,Black Soil,108,30,56,6.1,481,50,No
Tirunelveli,Sep,Black Soil,78,72,116,8.5,627,53,No
Namakkal,May,Black Soil,97,58,35,5.0,729,77,No
Villupuram,May,Loamy,57,26,98,5.8,635,66,No
Cuddalore,Dec,Red Soil,77,46,60,4.8,787,49,No
Dharmapuri,Nov,Black Soil,105,29,95,7.5,964,88,No
Dharmapuri,Apr,Red Soil,108,70,47,6.3,1243,65,No
Karur,Feb,Loamy,114,41,50,7.5,586,73,No
Namakkal,May,Red Soil,124,27,56,5.8,1006,54,No
Thanjavur,Jun,Sandy Loam,87,64,68,5.6,883,73,No
Dindigul,Feb,Black Soil,91,41,63,5.7,431,41,No
Namakkal,Mar,Red Soil,122,42,116,7.4,1237,82,No
Thanjavur,Nov,Loamy,48,40,54,5.0,698,57,No
Trichy,Mar,Sandy Loam,91,20,98,6.5,931,71,No
Karur,Sep,Black Soil,120,20,96,8.3,1129,88,No
Salem,Jun,Red Soil,42,25,30,7.8,627,68,No
Coimbatore,Oct,Clay,76,34,61,6.0,876,85,No
Villupuram,May,Red Soil,31,48,36,4.9,673,73,No
Trichy,Dec,Clay,79,49,118,4.7,978,54,No
Krishnagiri,Dec,Sandy Loam,57,62,63,7.0,1228,54,No
Erode,Jun,Sandy Loam,56,38,78,7.9,650,86,No
